id,module_code,dept_id,positive_feedback,intelligent_decision_id
ADOPT000473,MSDATA,0000,采纳,INTELLI000473
ADOPT000474,MSDATA,0000,未采纳,INTELLI000474
ADOPT000475,MSDATA,0000,采纳,INTELLI000475
ADOPT000476,MSDATA,0000,未采纳,INTELLI000476
ADOPT000477,MSDATA,0000,未采纳,INTELLI000477
ADOPT000478,MSDATA,0000,采纳,INTELLI000478
ADOPT000479,MSDATA,0000,采纳,INTELLI000479
ADOPT000480,MSDATA,0000,采纳,INTELLI000480
ADOPT000481,MSDATA,0000,采纳,INTELLI000481
ADOPT000482,MSDATA,0000,采纳,INTELLI000482
ADOPT000483,MSDATA,0000,采纳,INTELLI000483
ADOPT000484,MSDATA,0000,未采纳,INTELLI000484
ADOPT000485,MSDATA,0000,未采纳,INTELLI000485
ADOPT000486,MSDATA,0000,未采纳,INTELLI000486
ADOPT000487,MSDATA,0000,未采纳,INTELLI000487
ADOPT000488,MSDATA,0000,未采纳,INTELLI000488
ADOPT000489,MSDATA,0000,未采纳,INTELLI000489
ADOPT000490,MSDATA,0000,未采纳,INTELLI000490
ADOPT000491,MSDATA,0000,采纳,INTELLI000491
ADOPT000492,MSDATA,0000,未采纳,INTELLI000492
ADOPT000493,MSDATA,0000,采纳,INTELLI000493
ADOPT000494,MSDATA,0000,未采纳,INTELLI000494
ADOPT000495,MSDATA,0000,采纳,INTELLI000495
ADOPT000496,MSDATA,0000,未采纳,INTELLI000496
ADOPT000497,MSDATA,0000,采纳,INTELLI000497
ADOPT000498,MSDATA,0000,采纳,INTELLI000498
ADOPT000499,MSDATA,0000,采纳,INTELLI000499
ADOPT000500,MSDATA,0000,未采纳,INTELLI000500
ADOPT000501,MSDATA,0000,未采纳,INTELLI000501
ADOPT000502,MSDATA,0000,采纳,INTELLI000502
ADOPT000503,MSDATA,0000,采纳,INTELLI000503
ADOPT000504,MSDATA,0000,采纳,INTELLI000504
ADOPT000505,MSDATA,0000,采纳,INTELLI000505
ADOPT000506,MSDATA,0000,未采纳,INTELLI000506
ADOPT000507,MSDATA,0000,未采纳,INTELLI000507
ADOPT000508,MSDATA,0000,未采纳,INTELLI000508
ADOPT000509,MSDATA,0000,采纳,INTELLI000509
ADOPT000510,MSDATA,0000,采纳,INTELLI000510
ADOPT000511,MSDATA,0000,采纳,INTELLI000511
ADOPT000512,MSDATA,0000,未采纳,INTELLI000512
ADOPT000513,MSDATA,0000,未采纳,INTELLI000513
ADOPT000514,MSDATA,0000,采纳,INTELLI000514
ADOPT000515,MSDATA,0000,未采纳,INTELLI000515
ADOPT000516,MSDATA,0000,未采纳,INTELLI000516
ADOPT000517,MSDATA,0000,采纳,INTELLI000517
ADOPT000518,MSDATA,0000,采纳,INTELLI000518
ADOPT000519,MSDATA,0000,未采纳,INTELLI000519
ADOPT000520,MSDATA,0000,未采纳,INTELLI000520
ADOPT000521,MSDATA,0000,采纳,INTELLI000521
ADOPT000522,MSDATA,0000,采纳,INTELLI000522
ADOPT000523,MSDATA,0000,采纳,INTELLI000523
ADOPT000524,MSDATA,0000,未采纳,INTELLI000524
ADOPT000525,MSDATA,0000,未采纳,INTELLI000525
ADOPT000526,MSDATA,0000,采纳,INTELLI000526
ADOPT000527,MSDATA,0000,未采纳,INTELLI000527
ADOPT000528,MSDATA,0000,采纳,INTELLI000528
ADOPT000529,MSDATA,0000,未采纳,INTELLI000529
ADOPT000530,MSDATA,0000,未采纳,INTELLI000530
ADOPT000531,MSDATA,0000,采纳,INTELLI000531
ADOPT000532,MSDATA,0000,未采纳,INTELLI000532
ADOPT000533,MSDATA,0000,未采纳,INTELLI000533
ADOPT000534,MSDATA,0000,采纳,INTELLI000534
ADOPT000535,MSDATA,0000,采纳,INTELLI000535
ADOPT000536,MSDATA,0000,采纳,INTELLI000536
ADOPT000537,MSDATA,0000,未采纳,INTELLI000537
ADOPT000538,MSDATA,0000,采纳,INTELLI000538
ADOPT000539,MSDATA,0000,采纳,INTELLI000539
ADOPT000540,MSDATA,0000,未采纳,INTELLI000540
ADOPT000541,MSDATA,0000,采纳,INTELLI000541
ADOPT000542,MSDATA,0000,未采纳,INTELLI000542
ADOPT000543,MSDATA,0000,未采纳,INTELLI000543
ADOPT000544,MSDATA,0000,采纳,INTELLI000544
ADOPT000545,MSDATA,0000,采纳,INTELLI000545
ADOPT000546,MSDATA,0000,采纳,INTELLI000546
ADOPT000547,MSDATA,0000,采纳,INTELLI000547
ADOPT000548,MSDATA,0000,采纳,INTELLI000548
ADOPT000549,MSDATA,0000,采纳,INTELLI000549
ADOPT000550,MSDATA,0000,采纳,INTELLI000550
ADOPT000551,MSDATA,0000,采纳,INTELLI000551
ADOPT000552,MSDATA,0000,采纳,INTELLI000552
ADOPT000553,MSDATA,0000,采纳,INTELLI000553
ADOPT000554,MSDATA,0000,采纳,INTELLI000554
ADOPT000555,MSDATA,0000,未采纳,INTELLI000555
ADOPT000556,MSDATA,0000,采纳,INTELLI000556
ADOPT000557,MSDATA,0000,未采纳,INTELLI000557
ADOPT000558,MSDATA,0000,采纳,INTELLI000558
ADOPT000559,MSDATA,0000,采纳,INTELLI000559
ADOPT000560,MSDATA,0000,采纳,INTELLI000560
ADOPT000561,MSDATA,0000,未采纳,INTELLI000561
ADOPT000562,MSDATA,0000,采纳,INTELLI000562
ADOPT000563,MSDATA,0000,未采纳,INTELLI000563
ADOPT000564,MSDATA,0000,未采纳,INTELLI000564
ADOPT000565,MSDATA,0000,未采纳,INTELLI000565
ADOPT000566,MSDATA,0000,采纳,INTELLI000566
ADOPT000567,MSDATA,0000,未采纳,INTELLI000567
ADOPT000568,MSDATA,0000,未采纳,INTELLI000568
ADOPT000569,MSDATA,0000,未采纳,INTELLI000569
ADOPT000570,MSDATA,0000,未采纳,INTELLI000570
ADOPT000571,MSDATA,0000,未采纳,INTELLI000571
ADOPT000572,MSDATA,0000,采纳,INTELLI000572
ADOPT000573,MSDATA,0000,未采纳,INTELLI000573
ADOPT000574,MSDATA,0000,未采纳,INTELLI000574
ADOPT000575,MSDATA,0000,未采纳,INTELLI000575
ADOPT000576,MSDATA,0000,采纳,INTELLI000576
ADOPT000577,MSDATA,0000,采纳,INTELLI000577
ADOPT000578,MSDATA,0000,未采纳,INTELLI000578
ADOPT000579,MSDATA,0000,未采纳,INTELLI000579
ADOPT000580,MSDATA,0000,采纳,INTELLI000580
ADOPT000581,MSDATA,0000,未采纳,INTELLI000581
ADOPT000582,MSDATA,0000,未采纳,INTELLI000582
ADOPT000583,MSDATA,0000,采纳,INTELLI000583
ADOPT000584,MSDATA,0000,采纳,INTELLI000584
ADOPT000585,MSDATA,0000,采纳,INTELLI000585
ADOPT000586,MSDATA,0000,未采纳,INTELLI000586
ADOPT000587,MSDATA,0000,未采纳,INTELLI000587
ADOPT000588,MSDATA,0000,采纳,INTELLI000588
ADOPT000589,MSDATA,0000,未采纳,INTELLI000589
ADOPT000590,MSDATA,0000,未采纳,INTELLI000590
ADOPT000591,MSDATA,0000,未采纳,INTELLI000591
ADOPT000592,MSDATA,0000,采纳,INTELLI000592
ADOPT000593,MSDATA,0000,未采纳,INTELLI000593
ADOPT000594,MSDATA,0000,采纳,INTELLI000594
ADOPT000595,MSDATA,0000,未采纳,INTELLI000595
ADOPT000596,MSDATA,0000,采纳,INTELLI000596
ADOPT000597,MSDATA,0000,采纳,INTELLI000597
ADOPT000598,MSDATA,0000,未采纳,INTELLI000598
ADOPT000599,MSDATA,0000,采纳,INTELLI000599
ADOPT000600,MSDATA,0000,未采纳,INTELLI000600
ADOPT000601,MSDATA,0000,未采纳,INTELLI000601
ADOPT000602,MSDATA,0000,采纳,INTELLI000602
ADOPT000603,MSDATA,0000,未采纳,INTELLI000603
ADOPT000604,MSDATA,0000,采纳,INTELLI000604
ADOPT000605,MSDATA,0000,采纳,INTELLI000605
ADOPT000606,MSDATA,0000,未采纳,INTELLI000606
ADOPT000607,MSDATA,0000,采纳,INTELLI000607
ADOPT000608,MSDATA,0000,采纳,INTELLI000608
ADOPT000609,MSDATA,0000,采纳,INTELLI000609
ADOPT000610,MSDATA,0000,采纳,INTELLI000610
ADOPT000611,MSDATA,0000,采纳,INTELLI000611
ADOPT000612,MSDATA,0000,未采纳,INTELLI000612
ADOPT000613,MSDATA,0000,未采纳,INTELLI000613
ADOPT000614,MSDATA,0000,未采纳,INTELLI000614
ADOPT000615,MSDATA,0000,未采纳,INTELLI000615
ADOPT000616,MSDATA,0000,采纳,INTELLI000616
ADOPT000617,MSDATA,0000,未采纳,INTELLI000617
ADOPT000618,MSDATA,0000,采纳,INTELLI000618
ADOPT000619,MSDATA,0000,未采纳,INTELLI000619
ADOPT000620,MSDATA,0000,采纳,INTELLI000620
ADOPT000621,MSDATA,0000,采纳,INTELLI000621
ADOPT000622,MSDATA,0000,采纳,INTELLI000622
ADOPT000623,MSDATA,0000,未采纳,INTELLI000623
ADOPT000624,MSDATA,0000,采纳,INTELLI000624
ADOPT000625,MSDATA,0000,未采纳,INTELLI000625
ADOPT000626,MSDATA,0000,采纳,INTELLI000626
ADOPT000627,MSDATA,0000,未采纳,INTELLI000627
ADOPT000628,MSDATA,0000,未采纳,INTELLI000628
ADOPT000629,MSDATA,0000,未采纳,INTELLI000629
ADOPT000630,MSDATA,0000,采纳,INTELLI000630
ADOPT000631,MSDATA,0000,未采纳,INTELLI000631
ADOPT000632,MSDATA,0000,未采纳,INTELLI000632
ADOPT000633,MSDATA,0000,未采纳,INTELLI000633
ADOPT000634,MSDATA,0000,未采纳,INTELLI000634
ADOPT000635,MSDATA,0000,未采纳,INTELLI000635
ADOPT000636,MSDATA,0000,未采纳,INTELLI000636
ADOPT000637,MSDATA,0000,未采纳,INTELLI000637
ADOPT000638,MSDATA,0000,采纳,INTELLI000638
ADOPT000639,MSDATA,0000,未采纳,INTELLI000639
ADOPT000640,MSDATA,0000,采纳,INTELLI000640
ADOPT000641,MSDATA,0000,未采纳,INTELLI000641
ADOPT000642,MSDATA,0000,采纳,INTELLI000642
ADOPT000643,MSDATA,0000,未采纳,INTELLI000643
ADOPT000644,MSDATA,0000,采纳,INTELLI000644
ADOPT000645,MSDATA,0000,未采纳,INTELLI000645
ADOPT000646,MSDATA,0000,未采纳,INTELLI000646
ADOPT000647,MSDATA,0000,采纳,INTELLI000647
ADOPT000648,MSDATA,0000,未采纳,INTELLI000648
ADOPT000649,MSDATA,0000,未采纳,INTELLI000649
ADOPT000650,MSDATA,0000,采纳,INTELLI000650
ADOPT000651,MSDATA,0000,未采纳,INTELLI000651
ADOPT000652,MSDATA,0000,未采纳,INTELLI000652
ADOPT000653,MSDATA,0000,采纳,INTELLI000653
ADOPT000654,MSDATA,0000,未采纳,INTELLI000654
ADOPT000655,MSDATA,0000,采纳,INTELLI000655
ADOPT000656,MSDATA,0000,未采纳,INTELLI000656
ADOPT000657,MSDATA,0000,采纳,INTELLI000657
ADOPT000658,MSDATA,0000,采纳,INTELLI000658
ADOPT000659,MSDATA,0000,未采纳,INTELLI000659
ADOPT000660,MSDATA,0000,未采纳,INTELLI000660
ADOPT000661,MSDATA,0000,未采纳,INTELLI000661
ADOPT000662,MSDATA,0000,未采纳,INTELLI000662
ADOPT000663,MSDATA,0000,未采纳,INTELLI000663
ADOPT000664,MSDATA,0000,采纳,INTELLI000664
ADOPT000665,MSDATA,0000,未采纳,INTELLI000665
ADOPT000666,MSDATA,0000,采纳,INTELLI000666
ADOPT000667,MSDATA,0000,采纳,INTELLI000667
ADOPT000668,MSDATA,0000,未采纳,INTELLI000668
ADOPT000669,MSDATA,0000,采纳,INTELLI000669
ADOPT000670,MSDATA,0000,未采纳,INTELLI000670
ADOPT000671,MSDATA,0000,未采纳,INTELLI000671
ADOPT000672,MSDATA,0000,采纳,INTELLI000672
ADOPT000673,MSDATA,0000,采纳,INTELLI000673
ADOPT000674,MSDATA,0000,采纳,INTELLI000674
ADOPT000675,MSDATA,0000,未采纳,INTELLI000675
ADOPT000676,MSDATA,0000,未采纳,INTELLI000676
ADOPT000677,MSDATA,0000,未采纳,INTELLI000677
ADOPT000678,MSDATA,0000,未采纳,INTELLI000678
ADOPT000679,MSDATA,0000,采纳,INTELLI000679
ADOPT000680,MSDATA,0000,采纳,INTELLI000680
ADOPT000681,MSDATA,0000,未采纳,INTELLI000681
ADOPT000682,MSDATA,0000,采纳,INTELLI000682
ADOPT000683,MSDATA,0000,采纳,INTELLI000683
ADOPT000684,MSDATA,0000,未采纳,INTELLI000684
ADOPT000685,MSDATA,0000,未采纳,INTELLI000685
ADOPT000686,MSDATA,0000,未采纳,INTELLI000686
ADOPT000687,MSDATA,0000,采纳,INTELLI000687
ADOPT000688,MSDATA,0000,采纳,INTELLI000688
ADOPT000689,MSDATA,0000,未采纳,INTELLI000689
ADOPT000690,MSDATA,0000,未采纳,INTELLI000690
ADOPT000691,MSDATA,0000,未采纳,INTELLI000691
ADOPT000692,MSDATA,0000,采纳,INTELLI000692
ADOPT000693,MSDATA,0000,未采纳,INTELLI000693
ADOPT000694,MSDATA,0000,采纳,INTELLI000694
ADOPT000695,MSDATA,0000,采纳,INTELLI000695
ADOPT000696,MSDATA,0000,采纳,INTELLI000696
ADOPT000697,MSDATA,0000,未采纳,INTELLI000697
ADOPT000698,MSDATA,0000,采纳,INTELLI000698
ADOPT000699,MSDATA,0000,采纳,INTELLI000699
ADOPT000700,MSDATA,0000,采纳,INTELLI000700
ADOPT000701,MSDATA,0000,未采纳,INTELLI000701
ADOPT000702,MSDATA,0000,采纳,INTELLI000702
ADOPT000703,MSDATA,0000,采纳,INTELLI000703
ADOPT000704,MSDATA,0000,未采纳,INTELLI000704
ADOPT000705,MSDATA,0000,未采纳,INTELLI000705
ADOPT000706,MSDATA,0000,采纳,INTELLI000706
ADOPT000707,MSDATA,0000,采纳,INTELLI000707
ADOPT000708,MSDATA,0000,采纳,INTELLI000708
ADOPT000709,MSDATA,0000,未采纳,INTELLI000709
ADOPT000710,MSDATA,0000,未采纳,INTELLI000710
ADOPT000711,MSDATA,0000,采纳,INTELLI000711
ADOPT000712,MSDATA,0000,采纳,INTELLI000712
ADOPT000713,MSDATA,0000,未采纳,INTELLI000713
ADOPT000714,MSDATA,0000,未采纳,INTELLI000714
ADOPT000715,MSDATA,0000,未采纳,INTELLI000715
ADOPT000716,MSDATA,0000,采纳,INTELLI000716
ADOPT000717,MSDATA,0000,未采纳,INTELLI000717
ADOPT000718,MSDATA,0000,采纳,INTELLI000718
ADOPT000719,MSDATA,0000,未采纳,INTELLI000719
ADOPT000720,MSDATA,0000,未采纳,INTELLI000720
ADOPT000721,MSDATA,0000,采纳,INTELLI000721
ADOPT000722,MSDATA,0000,未采纳,INTELLI000722
ADOPT000723,MSDATA,0000,采纳,INTELLI000723
ADOPT000724,MSDATA,0000,未采纳,INTELLI000724
ADOPT000725,MSDATA,0000,采纳,INTELLI000725
ADOPT000726,MSDATA,0000,未采纳,INTELLI000726
ADOPT000727,MSDATA,0000,采纳,INTELLI000727
ADOPT000728,MSDATA,0000,采纳,INTELLI000728
ADOPT000729,MSDATA,0000,未采纳,INTELLI000729
ADOPT000730,MSDATA,0000,采纳,INTELLI000730
ADOPT000731,MSDATA,0000,未采纳,INTELLI000731
ADOPT000732,MSDATA,0000,采纳,INTELLI000732
ADOPT000733,MSDATA,0000,采纳,INTELLI000733
ADOPT000734,MSDATA,0000,采纳,INTELLI000734
ADOPT000735,MSDATA,0000,未采纳,INTELLI000735
ADOPT000736,MSDATA,0000,未采纳,INTELLI000736
ADOPT000737,MSDATA,0000,采纳,INTELLI000737
ADOPT000738,MSDATA,0000,采纳,INTELLI000738
ADOPT000739,MSDATA,0000,未采纳,INTELLI000739
ADOPT000740,MSDATA,0000,未采纳,INTELLI000740
ADOPT000741,MSDATA,0000,采纳,INTELLI000741
ADOPT000742,MSDATA,0000,未采纳,INTELLI000742
ADOPT000743,MSDATA,0000,采纳,INTELLI000743
ADOPT000744,MSDATA,0000,采纳,INTELLI000744
ADOPT000745,MSDATA,0000,未采纳,INTELLI000745
ADOPT000746,MSDATA,0000,未采纳,INTELLI000746
ADOPT000747,MSDATA,0000,未采纳,INTELLI000747
ADOPT000748,MSDATA,0000,采纳,INTELLI000748
ADOPT000749,MSDATA,0000,采纳,INTELLI000749
ADOPT000750,MSDATA,0000,未采纳,INTELLI000750
ADOPT000751,MSDATA,0000,未采纳,INTELLI000751
ADOPT000752,MSDATA,0000,未采纳,INTELLI000752
ADOPT000753,MSDATA,0000,未采纳,INTELLI000753
ADOPT000754,MSDATA,0000,未采纳,INTELLI000754
ADOPT000755,MSDATA,0000,采纳,INTELLI000755
ADOPT000756,MSDATA,0000,未采纳,INTELLI000756
ADOPT000757,MSDATA,0000,未采纳,INTELLI000757
ADOPT000758,MSDATA,0000,未采纳,INTELLI000758
ADOPT000759,MSDATA,0000,未采纳,INTELLI000759
ADOPT000760,MSDATA,0000,采纳,INTELLI000760
ADOPT000761,MSDATA,0000,采纳,INTELLI000761
ADOPT000762,MSDATA,0000,采纳,INTELLI000762
ADOPT000763,MSDATA,0000,采纳,INTELLI000763
ADOPT000764,MSDATA,0000,未采纳,INTELLI000764
ADOPT000765,MSDATA,0000,未采纳,INTELLI000765
ADOPT000766,MSDATA,0000,未采纳,INTELLI000766
ADOPT000767,MSDATA,0000,采纳,INTELLI000767
ADOPT000768,MSDATA,0000,未采纳,INTELLI000768
ADOPT000769,MSDATA,0000,采纳,INTELLI000769
ADOPT000770,MSDATA,0000,采纳,INTELLI000770
ADOPT000771,MSDATA,0000,采纳,INTELLI000771
ADOPT000772,MSDATA,0000,未采纳,INTELLI000772
ADOPT000773,MSDATA,0000,未采纳,INTELLI000773
ADOPT000774,MSDATA,0000,未采纳,INTELLI000774
ADOPT000775,MSDATA,0000,采纳,INTELLI000775
ADOPT000776,MSDATA,0000,采纳,INTELLI000776
ADOPT000777,MSDATA,0000,采纳,INTELLI000777
ADOPT000778,MSDATA,0000,采纳,INTELLI000778
ADOPT000779,MSDATA,0000,未采纳,INTELLI000779
ADOPT000780,MSDATA,0000,未采纳,INTELLI000780
ADOPT000781,MSDATA,0000,未采纳,INTELLI000781
ADOPT000782,MSDATA,0000,采纳,INTELLI000782
ADOPT000783,MSDATA,0000,未采纳,INTELLI000783
ADOPT000784,MSDATA,0000,采纳,INTELLI000784
ADOPT000785,MSDATA,0000,未采纳,INTELLI000785
ADOPT000786,MSDATA,0000,采纳,INTELLI000786
ADOPT000787,MSDATA,0000,采纳,INTELLI000787
ADOPT000788,MSDATA,0000,采纳,INTELLI000788
ADOPT000789,MSDATA,0000,未采纳,INTELLI000789
ADOPT000790,MSDATA,0000,采纳,INTELLI000790
ADOPT000791,MSDATA,0000,未采纳,INTELLI000791
ADOPT000792,MSDATA,0000,未采纳,INTELLI000792
ADOPT000793,MSDATA,0000,采纳,INTELLI000793
ADOPT000794,MSDATA,0000,未采纳,INTELLI000794
ADOPT000795,MSDATA,0000,采纳,INTELLI000795
ADOPT000796,MSDATA,0000,采纳,INTELLI000796
ADOPT000797,MSDATA,0000,未采纳,INTELLI000797
ADOPT000798,MSDATA,0000,未采纳,INTELLI000798
ADOPT000799,MSDATA,0000,未采纳,INTELLI000799
ADOPT000800,MSDATA,0000,采纳,INTELLI000800
ADOPT000801,MSDATA,0000,采纳,INTELLI000801
ADOPT000802,MSDATA,0000,未采纳,INTELLI000802
ADOPT000803,MSDATA,0000,未采纳,INTELLI000803
ADOPT000804,MSDATA,0000,采纳,INTELLI000804
ADOPT000805,MSDATA,0000,未采纳,INTELLI000805
ADOPT000806,MSDATA,0000,未采纳,INTELLI000806
ADOPT000807,MSDATA,0000,未采纳,INTELLI000807
ADOPT000808,MSDATA,0000,采纳,INTELLI000808
ADOPT000809,MSDATA,0000,采纳,INTELLI000809
ADOPT000810,MSDATA,0000,未采纳,INTELLI000810
ADOPT000811,MSDATA,0000,未采纳,INTELLI000811
ADOPT000812,MSDATA,0000,采纳,INTELLI000812
ADOPT000813,MSDATA,0000,未采纳,INTELLI000813
ADOPT000814,MSDATA,0000,未采纳,INTELLI000814
ADOPT000815,MSDATA,0000,采纳,INTELLI000815
ADOPT000816,MSDATA,0000,未采纳,INTELLI000816
ADOPT000817,MSDATA,0000,未采纳,INTELLI000817
ADOPT000818,MSDATA,0000,未采纳,INTELLI000818
ADOPT000819,MSDATA,0000,采纳,INTELLI000819
ADOPT000820,MSDATA,0000,采纳,INTELLI000820
ADOPT000821,MSDATA,0000,采纳,INTELLI000821
ADOPT000822,MSDATA,0000,采纳,INTELLI000822
ADOPT000823,MSDATA,0000,采纳,INTELLI000823
ADOPT000824,MSDATA,0000,未采纳,INTELLI000824
ADOPT000825,MSDATA,0000,采纳,INTELLI000825
ADOPT000826,MSDATA,0000,未采纳,INTELLI000826
ADOPT000827,MSDATA,0000,采纳,INTELLI000827
ADOPT000828,MSDATA,0000,采纳,INTELLI000828
ADOPT000829,MSDATA,0000,未采纳,INTELLI000829
ADOPT000830,MSDATA,0000,未采纳,INTELLI000830
ADOPT000831,MSDATA,0000,采纳,INTELLI000831
ADOPT000832,MSDATA,0000,采纳,INTELLI000832
ADOPT000833,MSDATA,0000,未采纳,INTELLI000833
ADOPT000834,MSDATA,0000,采纳,INTELLI000834
ADOPT000835,MSDATA,0000,采纳,INTELLI000835
ADOPT000836,MSDATA,0000,未采纳,INTELLI000836
ADOPT000837,MSDATA,0000,未采纳,INTELLI000837
ADOPT000838,MSDATA,0000,未采纳,INTELLI000838
ADOPT000839,MSDATA,0000,采纳,INTELLI000839
ADOPT000840,MSDATA,0000,未采纳,INTELLI000840
ADOPT000841,MSDATA,0000,未采纳,INTELLI000841
ADOPT000842,MSDATA,0000,采纳,INTELLI000842
ADOPT000843,MSDATA,0000,未采纳,INTELLI000843
ADOPT000844,MSDATA,0000,未采纳,INTELLI000844
ADOPT000845,MSDATA,0000,采纳,INTELLI000845
ADOPT000846,MSDATA,0000,采纳,INTELLI000846
ADOPT000847,MSDATA,0000,采纳,INTELLI000847
ADOPT000848,MSDATA,0000,未采纳,INTELLI000848
ADOPT000849,MSDATA,0000,未采纳,INTELLI000849
ADOPT000850,MSDATA,0000,采纳,INTELLI000850
ADOPT000851,MSDATA,0000,采纳,INTELLI000851
ADOPT000852,MSDATA,0000,采纳,INTELLI000852
ADOPT000853,MSDATA,0000,未采纳,INTELLI000853
ADOPT000854,MSDATA,0000,采纳,INTELLI000854
ADOPT000855,MSDATA,0000,采纳,INTELLI000855
ADOPT000856,MSDATA,0000,采纳,INTELLI000856
ADOPT000857,MSDATA,0000,未采纳,INTELLI000857
ADOPT000858,MSDATA,0000,采纳,INTELLI000858
ADOPT000859,MSDATA,0000,采纳,INTELLI000859
ADOPT000860,MSDATA,0000,采纳,INTELLI000860
ADOPT000861,MSDATA,0000,采纳,INTELLI000861
ADOPT000862,MSDATA,0000,未采纳,INTELLI000862
ADOPT000863,MSDATA,0000,采纳,INTELLI000863
ADOPT000864,MSDATA,0000,采纳,INTELLI000864
ADOPT000865,MSDATA,0000,未采纳,INTELLI000865
ADOPT000866,MSDATA,0000,采纳,INTELLI000866
ADOPT000867,MSDATA,0000,未采纳,INTELLI000867
ADOPT000868,MSDATA,0000,采纳,INTELLI000868
ADOPT000869,MSDATA,0000,采纳,INTELLI000869
ADOPT000870,MSDATA,0000,未采纳,INTELLI000870
ADOPT000871,MSDATA,0000,采纳,INTELLI000871
ADOPT000872,MSDATA,0000,未采纳,INTELLI000872
ADOPT000873,MSDATA,0000,采纳,INTELLI000873
ADOPT000874,MSDATA,0000,未采纳,INTELLI000874
ADOPT000875,MSDATA,0000,未采纳,INTELLI000875
ADOPT000876,MSDATA,0000,采纳,INTELLI000876
ADOPT000877,MSDATA,0000,未采纳,INTELLI000877
ADOPT000878,MSDATA,0000,未采纳,INTELLI000878
ADOPT000879,MSDATA,0000,采纳,INTELLI000879
ADOPT000880,MSDATA,0000,采纳,INTELLI000880
ADOPT000881,MSDATA,0000,未采纳,INTELLI000881
ADOPT000882,MSDATA,0000,未采纳,INTELLI000882
ADOPT000883,MSDATA,0000,未采纳,INTELLI000883
ADOPT000884,MSDATA,0000,采纳,INTELLI000884
ADOPT000885,MSDATA,0000,未采纳,INTELLI000885
ADOPT000886,MSDATA,0000,未采纳,INTELLI000886
ADOPT000887,MSDATA,0000,采纳,INTELLI000887
ADOPT000888,MSDATA,0000,未采纳,INTELLI000888
ADOPT000889,MSDATA,0000,采纳,INTELLI000889
ADOPT000890,MSDATA,0000,采纳,INTELLI000890
ADOPT000891,MSDATA,0000,未采纳,INTELLI000891
ADOPT000892,MSDATA,0000,采纳,INTELLI000892
ADOPT000893,MSDATA,0000,未采纳,INTELLI000893
ADOPT000894,MSDATA,0000,采纳,INTELLI000894
ADOPT000895,MSDATA,0000,未采纳,INTELLI000895
ADOPT000896,MSDATA,0000,采纳,INTELLI000896
ADOPT000897,MSDATA,0000,未采纳,INTELLI000897
ADOPT000898,MSDATA,0000,未采纳,INTELLI000898
ADOPT000899,MSDATA,0000,采纳,INTELLI000899
ADOPT000900,MSDATA,0000,采纳,INTELLI000900
ADOPT000901,MSDATA,0000,未采纳,INTELLI000901
ADOPT000902,MSDATA,0000,未采纳,INTELLI000902
ADOPT000903,MSDATA,0000,采纳,INTELLI000903
ADOPT000904,MSDATA,0000,采纳,INTELLI000904
ADOPT000905,MSDATA,0000,未采纳,INTELLI000905
ADOPT000906,MSDATA,0000,未采纳,INTELLI000906
ADOPT000907,MSDATA,0000,采纳,INTELLI000907
ADOPT000908,MSDATA,0000,采纳,INTELLI000908
ADOPT000909,MSDATA,0000,未采纳,INTELLI000909
ADOPT000910,MSDATA,0000,未采纳,INTELLI000910
ADOPT000911,MSDATA,0000,采纳,INTELLI000911
ADOPT000912,MSDATA,0000,采纳,INTELLI000912
ADOPT000913,MSDATA,0000,未采纳,INTELLI000913
ADOPT000914,MSDATA,0000,未采纳,INTELLI000914
ADOPT000915,MSDATA,0000,未采纳,INTELLI000915
ADOPT000916,MSDATA,0000,采纳,INTELLI000916
ADOPT000917,MSDATA,0000,未采纳,INTELLI000917
ADOPT000918,MSDATA,0000,未采纳,INTELLI000918
ADOPT000919,MSDATA,0000,未采纳,INTELLI000919
ADOPT000920,MSDATA,0000,未采纳,INTELLI000920
ADOPT000921,MSDATA,0000,未采纳,INTELLI000921
ADOPT000922,MSDATA,0000,采纳,INTELLI000922
ADOPT000923,MSDATA,0000,未采纳,INTELLI000923
ADOPT000924,MSDATA,0000,未采纳,INTELLI000924
ADOPT000925,MSDATA,0000,采纳,INTELLI000925
ADOPT000926,MSDATA,0000,未采纳,INTELLI000926
ADOPT000927,MSDATA,0000,未采纳,INTELLI000927
ADOPT000928,MSDATA,0000,未采纳,INTELLI000928
ADOPT000929,MSDATA,0000,采纳,INTELLI000929
ADOPT000930,MSDATA,0000,采纳,INTELLI000930
ADOPT000931,MSDATA,0000,未采纳,INTELLI000931
ADOPT000932,MSDATA,0000,采纳,INTELLI000932
ADOPT000933,MSDATA,0000,未采纳,INTELLI000933
ADOPT000934,MSDATA,0000,采纳,INTELLI000934
ADOPT000935,MSDATA,0000,未采纳,INTELLI000935
ADOPT000936,MSDATA,0000,采纳,INTELLI000936
ADOPT000937,MSDATA,0000,未采纳,INTELLI000937
ADOPT000938,MSDATA,0000,未采纳,INTELLI000938
ADOPT000939,MSDATA,0000,未采纳,INTELLI000939
ADOPT000940,MSDATA,0000,采纳,INTELLI000940
ADOPT000941,MSDATA,0000,采纳,INTELLI000941
ADOPT000942,MSDATA,0000,未采纳,INTELLI000942
ADOPT000943,MSDATA,0000,采纳,INTELLI000943
ADOPT000944,MSDATA,0000,采纳,INTELLI000944
ADOPT000945,MSDATA,0000,采纳,INTELLI000945
